canonical,recipe_slots,recipe
ts_swing_amplitude_atr,3,"{""high"": ""continuous_high"", ""low"": ""continuous_low"", ""close"": ""continuous_close""}"
ts_swing_amplitude_pct,3,"{""high"": ""continuous_high"", ""low"": ""continuous_low"", ""close"": ""continuous_close""}"
ts_swing_duration,2,"{""high"": ""continuous_high"", ""low"": ""continuous_low""}"
ts_swing_velocity,2,"{""high"": ""continuous_high"", ""low"": ""continuous_low""}"
ts_tail_imbalance,1,"{""x"": ""continuous_close""}"
ts_tail_mean,1,"{""x"": ""continuous_close""}"
ts_tail_ratio,1,"{""x"": ""continuous_close""}"
ts_threshold_cycle_asymmetry,1,"{""x"": ""continuous_close""}"
ts_threshold_cycle_period,1,"{""x"": ""continuous_close""}"
ts_time_since_change,1,"{""condition"": ""condition_bool""}"
ts_time_slope,1,"{""x"": ""continuous_close""}"
ts_time_under_water,1,"{""x"": ""continuous_close""}"
ts_topk_mean,1,"{""x"": ""continuous_close""}"
ts_topk_std,1,"{""x"": ""continuous_close""}"
ts_topk_sum,1,"{""x"": ""continuous_close""}"
ts_total_variation_filter_trailing,1,"{""x"": ""continuous_close""}"
ts_transfer_entropy,2,"{""target"": ""return_decimal"", ""source"": ""continuous_close""}"
ts_transfer_entropy_peak_excess,2,"{""target"": ""return_decimal"", ""source"": ""continuous_close""}"
ts_transfer_entropy_peak_lag,2,"{""target"": ""return_decimal"", ""source"": ""continuous_close""}"
ts_transfer_entropy_peak_strength,2,"{""target"": ""return_decimal"", ""source"": ""continuous_close""}"
ts_transition_count,1,"{""condition"": ""condition_bool""}"
ts_transition_intensity,1,"{""x"": ""continuous_close""}"
ts_trend_break_score,1,"{""x"": ""continuous_close""}"
ts_trend_tstat,1,"{""x"": ""continuous_close""}"
ts_trimmed_mean,1,"{""x"": ""continuous_close""}"
ts_true_streak,1,"{""condition"": ""condition_bool""}"
ts_turning_intensity,1,"{""x"": ""continuous_close""}"
ts_turning_point_ratio,1,"{""x"": ""continuous_close""}"
ts_turning_rate,1,"{""x"": ""continuous_close""}"
ts_turnover_age_dispersion,2,"{""price"": ""continuous_close"", ""turnover"": ""turnover""}"
ts_turnover_cost_dispersion,2,"{""price"": ""continuous_close"", ""turnover"": ""turnover""}"
ts_turnover_cost_entropy,2,"{""price"": ""continuous_close"", ""turnover"": ""turnover""}"
ts_turnover_cost_entropy_vol_scaled,2,"{""price"": ""continuous_close"", ""turnover"": ""turnover""}"
ts_turnover_cost_mode_distance,2,"{""price"": ""continuous_close"", ""turnover"": ""turnover""}"
ts_turnover_cost_quantile_distance,2,"{""price"": ""continuous_close"", ""turnover"": ""turnover""}"
ts_turnover_cost_skew,2,"{""price"": ""continuous_close"", ""turnover"": ""turnover""}"
ts_turnover_holding_age,2,"{""price"": ""continuous_close"", ""turnover"": ""turnover""}"
ts_turnover_near_cost_mass,2,"{""price"": ""continuous_close"", ""turnover"": ""turnover""}"
ts_turnover_old_mass,2,"{""price"": ""continuous_close"", ""turnover"": ""turnover""}"
ts_turnover_profit_share,2,"{""price"": ""continuous_close"", ""turnover"": ""turnover""}"
ts_turnover_reference_price,2,"{""price"": ""continuous_close"", ""turnover"": ""turnover""}"
ts_two_state_regime_probability,1,"{""x"": ""continuous_close""}"
ts_upper_partial_moment,1,"{""x"": ""continuous_close""}"
ts_upper_tail_coexceedance_probability,2,"{""x"": ""continuous_close"", ""y"": ""return_decimal""}"
ts_upside_deviation,1,"{""x"": ""continuous_close""}"
ts_valid_count,1,"{""x"": ""continuous_close""}"
ts_value_at_argextreme,1,"{""value"": ""continuous_close""}"
ts_var,1,"{""x"": ""continuous_close""}"
ts_variance_ratio_proxy,1,"{""x"": ""continuous_close""}"
ts_variance_ratio_slope,1,"{""x"": ""continuous_close""}"
ts_variogram_slope,1,"{""x"": ""continuous_close""}"
ts_vector_path_curvature,2,"{""f1"": ""return_decimal"", ""f2"": ""raw_volume_shares""}"
ts_vector_path_efficiency,2,"{""f1"": ""return_decimal"", ""f2"": ""raw_volume_shares""}"
ts_vector_self_intersection_rate,2,"{""f1"": ""return_decimal"", ""f2"": ""raw_volume_shares""}"
ts_vector_state_local_density,3,"{""f1"": ""return_decimal"", ""f2"": ""raw_volume_shares"", ""f3"": ""turnover""}"
ts_vector_state_mahalanobis,3,"{""f1"": ""return_decimal"", ""f2"": ""raw_volume_shares"", ""f3"": ""turnover""}"
ts_vector_turning_coherence,2,"{""f1"": ""return_decimal"", ""f2"": ""raw_volume_shares""}"
ts_vol_acceleration,1,"{""ret"": ""return_decimal""}"
ts_vol_clustering,1,"{""ret"": ""return_decimal""}"
ts_vol_of_vol,1,"{""ret"": ""return_decimal""}"
ts_vol_pvariation_roughness,1,"{""x"": ""continuous_close""}"
ts_vol_scaling_break,1,"{""x"": ""continuous_close""}"
ts_vol_shift_score,1,"{""x"": ""continuous_close""}"
ts_vol_term_structure,1,"{""ret"": ""return_decimal""}"
ts_wasserstein_shift,1,"{""x"": ""continuous_close""}"
ts_wavelet_energy_slope,1,"{""x"": ""continuous_close""}"
ts_wavelet_entropy,1,"{""x"": ""continuous_close""}"
ts_wavelet_high_frequency_ratio,1,"{""x"": ""continuous_close""}"
ts_wavelet_low_frequency_ratio,1,"{""x"": ""continuous_close""}"
ts_wavelet_lowpass_reconstruct,1,"{""x"": ""continuous_close""}"
ts_wavelet_shrinkage_trailing,1,"{""x"": ""continuous_close""}"
ts_weighted_downside_deviation,1,"{""x"": ""continuous_close""}"
ts_weighted_drawdown_area,1,"{""x"": ""continuous_close""}"
ts_weighted_expected_shortfall,1,"{""x"": ""continuous_close""}"
ts_weighted_permutation_entropy,1,"{""x"": ""continuous_close""}"
ts_weighted_semivariance,1,"{""x"": ""continuous_close""}"
ts_weighted_standardized_moment,1,"{""x"": ""continuous_close""}"
ts_weighted_time_centroid,1,"{""weight"": ""continuous_close""}"
ts_zero_ratio,1,"{""x"": ""continuous_close""}"
ts_zscore,1,"{""x"": ""continuous_close""}"
ttm_from_cumulative,2,"{""x"": ""continuous_close"", ""period_id"": ""period_id""}"
ttm_from_quarterly,2,"{""x"": ""continuous_close"", ""period_id"": ""period_id""}"
turnover_acceleration,1,"{""turnover"": ""turnover""}"
turnover_adjusted_volatility,2,"{""ret"": ""return_decimal"", ""turnover"": ""turnover""}"
turnover_autocorr,1,"{""turnover"": ""turnover""}"
turnover_chip_age_cost_surface,2,"{""close"": ""continuous_close"", ""turnover"": ""turnover""}"
turnover_chip_overhang_surface,2,"{""close"": ""continuous_close"", ""turnover"": ""turnover""}"
turnover_momentum,1,"{""turnover"": ""turnover""}"
turnover_shock,1,"{""turnover"": ""turnover""}"
turnover_volatility,1,"{""turnover"": ""turnover""}"
turnover_zscore,1,"{""turnover"": ""turnover""}"
ulcer_index,1,"{""close"": ""continuous_close""}"
unitize,1,"{""x"": ""continuous_close""}"
up_down_volume_ratio,2,"{""ret"": ""return_decimal"", ""volume"": ""raw_volume_shares""}"
up_volume_ratio,2,"{""ret"": ""return_decimal"", ""volume"": ""raw_volume_shares""}"
update_acceleration,1,"{""x"": ""continuous_close""}"
update_direction_persistence,1,"{""x"": ""continuous_close""}"
update_path_efficiency,1,"{""x"": ""continuous_close""}"
update_surprise,1,"{""x"": ""continuous_close""}"
valuation_cashflow_disagreement,1,"{""pe_ratio"": ""continuous_close""}"
valuation_growth_mismatch,1,"{""earnings_yield"": ""continuous_close""}"
valuation_pcf_definition_gap,1,"{""pcf_ratio"": ""continuous_close""}"
valuation_pcf_gap_positive,1,"{""pcf_ratio"": ""continuous_close""}"
valuation_pcf_gap_signed_log,1,"{""pcf_ratio"": ""continuous_close""}"
valuation_pe_gap_positive,1,"{""pe_ratio"": ""continuous_close""}"
valuation_pe_gap_signed_log,1,"{""pe_ratio"": ""continuous_close""}"
valuation_pe_ttm_lyr_gap,1,"{""pe_ratio"": ""continuous_close""}"
valuation_quality_mismatch,1,"{""valuation"": ""continuous_close""}"
volume_acceleration,1,"{""volume"": ""raw_volume_shares""}"
volume_autocorr,1,"{""volume"": ""raw_volume_shares""}"
volume_momentum,1,"{""volume"": ""raw_volume_shares""}"
volume_price_range_density,3,"{""volume"": ""raw_volume_shares"", ""high"": ""continuous_high"", ""low"": ""continuous_low""}"
volume_shock,1,"{""volume"": ""raw_volume_shares""}"
volume_volatility,1,"{""volume"": ""raw_volume_shares""}"
volume_weighted_momentum,2,"{""close"": ""continuous_close"", ""volume"": ""raw_volume_shares""}"
volume_weighted_return,2,"{""ret"": ""return_decimal"", ""volume"": ""raw_volume_shares""}"
volume_zscore,1,"{""volume"": ""raw_volume_shares""}"
vpin_pct,2,"{""close"": ""continuous_close"", ""volume"": ""raw_volume_shares""}"
vwap_deviation,2,"{""price"": ""continuous_close"", ""volume"": ""raw_volume_shares""}"
vwap_distance_pct,2,"{""close"": ""continuous_close"", ""volume"": ""raw_volume_shares""}"
vwap_premium_pct,4,"{""high"": ""continuous_high"", ""low"": ""continuous_low"", ""close"": ""continuous_close"", ""volume"": ""raw_volume_shares""}"
vwap_slope_pct,2,"{""close"": ""continuous_close"", ""volume"": ""raw_volume_shares""}"
vwap_to_close_return,2,"{""vwap"": ""continuous_vwap"", ""close"": ""continuous_close""}"
wavelet_detail_energy_ratio,1,"{""close"": ""continuous_close""}"
where,3,"{""condition"": ""condition_bool"", ""x"": ""continuous_close"", ""y"": ""return_decimal""}"
winsorize,1,"{""x"": ""continuous_close""}"
winsorize_mean,1,"{""x"": ""continuous_close""}"
yang_zhang_vol,4,"{""open"": ""continuous_open"", ""high"": ""continuous_high"", ""low"": ""continuous_low"", ""close"": ""continuous_close""}"
yoy_by_period,2,"{""x"": ""continuous_close"", ""period_id"": ""period_id""}"
zero_return_ratio,1,"{""ret"": ""return_decimal""}"
zmijewski_score,3,"{""net_profit"": ""net_profit"", ""total_assets"": ""total_assets"", ""period_id"": ""period_id""}"
zscore,1,"{""x"": ""continuous_close""}"
