canonical,direct_use_status,mining_role,terminal_allowed,allowed_ast_positions,mining_lane,economic_effect_family,semantic_redundancy_group,data_inputs,scalar_parameters,context_inputs,group_inputs,event_inputs,output_semantic_kind,output_unit,supported_markets,source_recipes,runtime_cost,production_certified,directly_usable,retention_reason,delete_reason,replacement
cash_flow_lifecycle_stage,direct_alpha,fundamental_pit,True,intermediate|terminal,alpha_direct,unknown,,operating|investing|financing,,,,,series,,ashare|us,fundamental_pit,1,False,False,fundamental PIT alpha (verified role),,
category_age,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,state,window,,,,series,,ashare|us,daily_bar,1,False,False,normalized/relative version of a level building block — dimensionless alpha,,
category_age_lower_bound,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,state,window,,,,series,,ashare|us,daily_bar,1,False,False,normalized/relative version of a level building block — dimensionless alpha,,
category_frequency,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,state,window,,,,series,,ashare|us,daily_bar,1,False,False,normalized/relative version of a level building block — dimensionless alpha,,
category_transition_rate,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,state,window,,,,series,,ashare|us,daily_bar,1,False,False,normalized/relative version of a level building block — dimensionless alpha,,
category_transition_surprise,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,state,window,,,,series,,ashare|us,daily_bar,1,False,False,normalized/relative version of a level building block — dimensionless alpha,,
cbrt,direct_intermediate,recipe_internal,False,intermediate,intermediate,unknown,,x,,,,,series,,ashare|us,daily_bar,1,False,False,monotonic root — normalizer building block,,
cdl_dark_cloud_cover,direct_event,event,False,condition|mask,event,pattern,candlestick_event,open|close,high|low,,,,series,,ashare|us,daily_bar,1,False,False,candlestick binary pattern — event mask,,
cdl_doji,direct_event,event,False,condition|mask,event,pattern,candlestick_event,open|high|low|close,,,,,series,,ashare|us,daily_bar,1,False,False,candlestick binary pattern — event mask,,
cdl_dragonfly_doji,direct_event,event,False,condition|mask,event,pattern,candlestick_event,open|close,high|low,,,,series,,ashare|us,daily_bar,1,False,False,candlestick binary pattern — event mask,,
cdl_engulfing,direct_event,event,False,condition|mask,event,pattern,candlestick_event,open|high|low|close,,,,,series,,ashare|us,daily_bar,1,False,False,candlestick binary pattern — event mask,,
cdl_evening_star,direct_event,event,False,condition|mask,event,pattern,candlestick_event,open|close,high|low,,,,series,,ashare|us,daily_bar,1,False,False,candlestick binary pattern — event mask,,
cdl_gravestone_doji,direct_event,event,False,condition|mask,event,pattern,candlestick_event,open|close,high|low,,,,series,,ashare|us,daily_bar,1,False,False,candlestick binary pattern — event mask,,
cdl_hammer,direct_event,event,False,condition|mask,event,pattern,candlestick_event,open|high|low|close,,,,,series,,ashare|us,daily_bar,1,False,False,candlestick binary pattern — event mask,,
cdl_hanging_man,direct_event,event,False,condition|mask,event,pattern,candlestick_event,open|close,high|low,,,,series,,ashare|us,daily_bar,1,False,False,candlestick binary pattern — event mask,,
cdl_harami,direct_event,event,False,condition|mask,event,pattern,candlestick_event,open|close,high|low,,,,series,,ashare|us,daily_bar,1,False,False,candlestick binary pattern — event mask,,
cdl_harami_cross,direct_event,event,False,condition|mask,event,pattern,candlestick_event,open|close,high|low,,,,series,,ashare|us,daily_bar,1,False,False,candlestick binary pattern — event mask,,
cdl_inside_bar,direct_event,event,False,condition|mask,event,pattern,candlestick_event,open|high|low|close,,,,,series,,ashare|us,daily_bar,1,False,False,candlestick binary pattern — event mask,,
cdl_inverted_hammer,direct_event,event,False,condition|mask,event,pattern,candlestick_event,open|high|low|close,,,,,series,,ashare|us,daily_bar,1,False,False,candlestick binary pattern — event mask,,
cdl_marubozu,direct_event,event,False,condition|mask,event,pattern,candlestick_event,open|high|low|close,,,,,series,,ashare|us,daily_bar,1,False,False,candlestick binary pattern — event mask,,
cdl_morning_star,direct_event,event,False,condition|mask,event,pattern,candlestick_event,open|close,high|low,,,,series,,ashare|us,daily_bar,1,False,False,candlestick binary pattern — event mask,,
cdl_outside_bar,direct_event,event,False,condition|mask,event,pattern,candlestick_event,open|high|low|close,,,,,series,,ashare|us,daily_bar,1,False,False,candlestick binary pattern — event mask,,
cdl_piercing,direct_event,event,False,condition|mask,event,pattern,candlestick_event,open|close,high|low,,,,series,,ashare|us,daily_bar,1,False,False,candlestick binary pattern — event mask,,
cdl_shooting_star,direct_event,event,False,condition|mask,event,pattern,candlestick_event,open|high|low|close,,,,,series,,ashare|us,daily_bar,1,False,False,candlestick binary pattern — event mask,,
cdl_spinning_top,direct_event,event,False,condition|mask,event,pattern,candlestick_event,open|high|low|close,,,,,series,,ashare|us,daily_bar,1,False,False,candlestick binary pattern — event mask,,
cdl_three_black_crows,direct_event,event,False,condition|mask,event,pattern,candlestick_event,open|close,high|low,,,,series,,ashare|us,daily_bar,1,False,False,candlestick binary pattern — event mask,,
cdl_three_white_soldiers,direct_event,event,False,condition|mask,event,pattern,candlestick_event,open|close,high|low,,,,series,,ashare|us,daily_bar,1,False,False,candlestick binary pattern — event mask,,
cdl_tweezer_bottom,direct_event,event,False,condition|mask,event,pattern,candlestick_event,open|close,high|low,,,,series,,ashare|us,daily_bar,1,False,False,candlestick binary pattern — event mask,,
cdl_tweezer_top,direct_event,event,False,condition|mask,event,pattern,candlestick_event,open|close,high|low,,,,series,,ashare|us,daily_bar,1,False,False,candlestick binary pattern — event mask,,
ceil,direct_intermediate,recipe_internal,False,intermediate,intermediate,unknown,,x,,,,,series,,ashare|us,daily_bar,1,True,True,discrete-jump bucketing building block,,
chikou_distance_pct,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,high|low|close,kijun_window,,,,series,,ashare|us,daily_bar,1,False,False,normalized/relative version of a level building block — dimensionless alpha,,
choppiness_index,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,high|low|close,window,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
circulating_cap_ratio_change,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,circulating_capital|total_capital,,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
circulating_cap_unlock_proxy,move_internal,internal,False,,supporting,unknown,,circulating_capital|total_capital,,,,,series,,ashare|us,daily_bar,1,False,False,internal supporting layer — not public mining,,
clip,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x,lo|hi,,,,series,,ashare|us,daily_bar,1,True,True,stock-level alpha (verified role),,
coalesce,direct_source_transform,source_transform,False,data_processing,source_transform,unknown,,x|y,,,,,series,,ashare|us,daily_bar,0,True,True,missing-value / source transform — data-processing slot only,,
composition_aitchison_distance,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x1|x2|x3|y1|y2|y3|x4|x5|x6|y4|y5|y6,,,,,series,log_ratio,ashare|us,daily_bar,3,False,False,stock-level alpha (verified role),,
composition_clr_component,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,target|x1|x2|x3|x4|x5|x6|x7,,,,,series,log_ratio,ashare|us,daily_bar,2,False,False,stock-level alpha (verified role),,
composition_entropy,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x1|x2|x3|x4|x5|x6|x7|x8,,,,,series,entropy,ashare|us,daily_bar,2,False,False,stock-level alpha (verified role),,
composition_ilr_balance,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x1|x2|x3|y1|y2|y3|x4|x5|x6|y4|y5|y6,,,,,series,log_ratio,ashare|us,daily_bar,3,False,False,stock-level alpha (verified role),,
composition_js_divergence,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x1|x2|x3|y1|y2|y3|x4|x5|x6|y4|y5|y6,,,,,series,dimensionless_score,ashare|us,daily_bar,3,False,False,stock-level alpha (verified role),,
composition_normalized_entropy,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x1|x2|x3|x4|x5|x6|x7|x8,,,,,series,dimensionless_score,ashare|us,daily_bar,2,False,False,stock-level alpha (verified role),,
consolidation_pct,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,close,window,,,,series,,ashare|us,daily_bar,1,False,False,normalized/relative version of a level building block — dimensionless alpha,,
consolidation_range_pct,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,close,window,,,,series,,ashare|us,daily_bar,1,False,False,normalized/relative version of a level building block — dimensionless alpha,,
constant,move_internal,denied,False,,supporting,unknown,,c,,,,,series,,ashare|us,daily_bar,1,False,False,DSL/grammar primitive — internal supporting layer,,
corwin_schultz_spread,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,high|low,window,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
cos,move_internal,internal,False,,supporting,unknown,,x,,,,,series,,ashare|us,daily_bar,1,False,False,generic raw cosine — no factor semantics; use cos_phase inside a phase/seasonality recipe,,
cos_phase,direct_intermediate,recipe_internal,False,intermediate,intermediate,unknown,,x,,,,,series,,ashare|us,daily_bar,1,False,False,typed phase/cyclic-position cosine — composition building block,,
cosh,move_internal,denied,False,,supporting,unknown,,x,,,,,series,,ashare|us,daily_bar,1,False,False,"hyperbolic cosine — raw math, not a factor canonical",,
coskewness_to_market,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,ret,benchmark_ret|window,,,,series,,ashare|us,daily_bar,1,False,False,benchmark-required risk factor — direct usable with explicit benchmark source,,
cot,move_internal,denied,False,,supporting,unknown,,x,,,,,series,,ashare|us,daily_bar,1,False,False,"cotangent — raw math, not a factor canonical",,
cross_event,direct_event,event,False,condition|mask,event,event,,x|y,direction,,,,series,,ashare|us,daily_bar,1,False,False,event mask (verified role),,
cs1_monthly_lag_ratio,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x,lag_month|min_periods,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
cs1_seasonal_relative_rank,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x,lag_week|min_periods,,,,series,,ashare|us,daily_bar,2,False,False,stock-level alpha (verified role),,
cs1_seasonal_residual_smoothness,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x,lag_week|window|min_periods,,,,series,,ashare|us,daily_bar,2,False,False,stock-level alpha (verified role),,
cs1_week_cycle_phase,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x,lag_week|min_periods,,,,series,,ashare|us,daily_bar,3,False,False,stock-level alpha (verified role),,
cs1_weekday_anomaly,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x,lag_week|min_periods,,,,series,same_as:x,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
cs1_weekday_effect_strength,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x,lag_week|window|min_periods,,,,series,,ashare|us,daily_bar,2,False,False,stock-level alpha (verified role),,
cs1_weekday_lag_ratio,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x,lag_week|min_periods,,,,series,,ashare|us,daily_bar,1,False,False,stock-level alpha (verified role),,
cs1_weekday_lag_zscore,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x,lag_week|min_periods,,,,series,,ashare|us,daily_bar,2,False,False,stock-level alpha (verified role),,
cs1_weekly_harmonic_power,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x,lag_week|min_periods,,,,series,,ashare|us,daily_bar,3,False,False,stock-level alpha (verified role),,
cs_actual_lof_score,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,f1|f2|f3|f4,k,,,,series,,ashare|us,daily_bar,4,False,False,stock-level alpha (verified role),,
cs_autoencoder_reconstruction_error,direct_alpha_high_cost,alpha_high_cost,True,intermediate|terminal,alpha_high_cost,unknown,,f1|f2|f3|f4,window,,,,series,,ashare|us,daily_bar,8,False,False,autoencoder reconstruction error,,
cs_bucket,direct_state,state,False,gate|interaction,state,unknown,,x|buckets|ascending,,,,,series,,ashare|us,daily_bar,1,False,False,"categorical output — category condition/interaction, not continuous strength",,
cs_bucket_fixed,direct_state,state,False,gate|interaction,state,unknown,,x|breaks,,,,,series,,ashare|us,daily_bar,1,False,False,"categorical output — category condition/interaction, not continuous strength",,
cs_bucket_historical,direct_state,state,False,gate|interaction,state,unknown,,x|quantiles,window|min_periods,,,,series,,ashare|us,daily_bar,1,False,False,"categorical output — category condition/interaction, not continuous strength",,
cs_count,direct_global_state,global_state,False,gate|interaction,global_state,unknown,,x,,,,,series,,ashare|us,daily_bar,1,True,True,cross-sectional aggregate — same value across stocks; global context only,,
cs_coverage_ratio,direct_global_state,global_state,False,gate|interaction,global_state,unknown,,x,,,,,series,,ashare|us,daily_bar,1,False,False,cross-sectional aggregate — same value across stocks; global context only,,
cs_demean,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,x,,,,,series,,ashare|us,daily_bar,1,True,True,stock-level alpha (verified role),,
cs_empirical_bayes_shrinkage,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,estimate|std_err,shrinkage_factor,,,,series,same_as:estimate,ashare|us,daily_bar,2,False,False,stock-level alpha (verified role),,
cs_factor_bucket_return,direct_alpha,alpha,True,intermediate|terminal,alpha_direct,unknown,,factor|ret,n_buckets|ascending,,,,series,same_as:ret,ashare|us,daily_bar,2,False,False,stock-level alpha (verified role),,
cs_fill_mean,direct_source_transform,source_transform,False,data_processing,source_transform,unknown,,x,,,,,series,,ashare|us,daily_bar,1,False,False,missing-value / source transform — data-processing slot only,,
cs_fill_median,direct_source_transform,source_transform,False,data_processing,source_transform,unknown,,x,,,,,series,,ashare|us,daily_bar,1,False,False,missing-value / source transform — data-processing slot only,,
