factor_id,factor_name_zh,category,subcategory,dsl,variant,base_factor,direction_high_is_good,replication_grade,applicability,pit_class,implementation_status,missing_dsl_operators,pending_allowlist_operators,source_preprocessing_requirements,missing_raw_fields,virtual_source_fields,derived_relation_fields,required_fields,operators_used,required_new_operators,source_acronym,source_name,source_authors,source_year,source_journal,source_sign,source_category,source_definition_summary,notes,ast_syntax_valid,dsl_calls,field_identifiers,required_new_operators_original,dsl_normalized,formula_hash,formula_duplicate_count,canonical_factor_id_for_formula,is_canonical_formula,source_url,evidence_type,increment_batch,ast_error,duplicate_of_existing,duplicate_within_supplement,selected_variant,selection_reason,library_role,preprocess_policy
VAL026,企业价值/经营利润TTM,valuation,value_yield,"group_rank(safe_div(add(val_market_cap, add(subtract(row_sum_skipna(bal_shortterm_loan, bal_non_current_liability_in_one_year, bal_longterm_loan, bal_bonds_payable, bal_lease_liability, min_count=1), bal_cash_equivalents), bal_minority_interests)), ttm_from_cumulative(inc_operating_profit, inc_report_period_end_date, inc_fiscal_quarter, revision_policy='latest_available')), industry_industry_code)",irank,VAL026,-1,paper_close,all_equities,strict_pit,requires_operator_extension,row_sum_skipna,,,,,,bal_bonds_payable|bal_cash_equivalents|bal_lease_liability|bal_longterm_loan|bal_minority_interests|bal_non_current_liability_in_one_year|bal_shortterm_loan|inc_fiscal_quarter|inc_operating_profit|inc_report_period_end_date|industry_industry_code|val_market_cap,add|group_rank|row_sum_skipna|safe_div|subtract|ttm_from_cumulative,row_sum_skipna,EntMult,Enterprise Multiple,Loughran and Wellman,2011.0,JFQA,-1.0,valuation,,财务字段均按PubDate完成PIT对齐；TTM由累计口径按报告期转换。,True,add|group_rank|row_sum_skipna|safe_div|subtract|ttm_from_cumulative,bal_bonds_payable|bal_cash_equivalents|bal_lease_liability|bal_longterm_loan|bal_minority_interests|bal_non_current_liability_in_one_year|bal_shortterm_loan|inc_fiscal_quarter|inc_operating_profit|inc_report_period_end_date|industry_industry_code|val_market_cap,,"group_rank(safe_div(add(val_market_cap,add(subtract(row_sum_skipna(bal_shortterm_loan,bal_non_current_liability_in_one_year,bal_longterm_loan,bal_bonds_payable,bal_lease_liability,min_count=1),bal_cash_equivalents),bal_minority_interests)),ttm_from_cumulative(inc_operating_profit,inc_report_period_end_date,inc_fiscal_quarter,revision_policy='latest_available')),industry_industry_code)",a154c209e6994a28,1,VAL026__irank,True,,,,,,,irank,行业内排名作为生产默认，控制行业结构差异并降低极端值影响,single_production_default,行业内百分位结果直接使用；模型层只处理缺失值
VAL027,经营利润TTM/企业价值,valuation,value_yield,"group_rank(safe_div(ttm_from_cumulative(inc_operating_profit, inc_report_period_end_date, inc_fiscal_quarter, revision_policy='latest_available'), add(val_market_cap, add(subtract(row_sum_skipna(bal_shortterm_loan, bal_non_current_liability_in_one_year, bal_longterm_loan, bal_bonds_payable, bal_lease_liability, min_count=1), bal_cash_equivalents), bal_minority_interests))), industry_industry_code)",irank,VAL027,1,paper_inspired,all_equities,strict_pit,requires_operator_extension,row_sum_skipna,,,,,,bal_bonds_payable|bal_cash_equivalents|bal_lease_liability|bal_longterm_loan|bal_minority_interests|bal_non_current_liability_in_one_year|bal_shortterm_loan|inc_fiscal_quarter|inc_operating_profit|inc_report_period_end_date|industry_industry_code|val_market_cap,add|group_rank|row_sum_skipna|safe_div|subtract|ttm_from_cumulative,row_sum_skipna,EntMult,Enterprise Multiple,Loughran and Wellman,2011.0,JFQA,-1.0,valuation,,财务字段均按PubDate完成PIT对齐；TTM由累计口径按报告期转换。,True,add|group_rank|row_sum_skipna|safe_div|subtract|ttm_from_cumulative,bal_bonds_payable|bal_cash_equivalents|bal_lease_liability|bal_longterm_loan|bal_minority_interests|bal_non_current_liability_in_one_year|bal_shortterm_loan|inc_fiscal_quarter|inc_operating_profit|inc_report_period_end_date|industry_industry_code|val_market_cap,,"group_rank(safe_div(ttm_from_cumulative(inc_operating_profit,inc_report_period_end_date,inc_fiscal_quarter,revision_policy='latest_available'),add(val_market_cap,add(subtract(row_sum_skipna(bal_shortterm_loan,bal_non_current_liability_in_one_year,bal_longterm_loan,bal_bonds_payable,bal_lease_liability,min_count=1),bal_cash_equivalents),bal_minority_interests))),industry_industry_code)",bfbaac8e222b2712,1,VAL027__irank,True,,,,,,,irank,行业内排名作为生产默认，控制行业结构差异并降低极端值影响,single_production_default,行业内百分位结果直接使用；模型层只处理缺失值
VAL028,自由现金流TTM/企业价值,valuation,value_yield,"group_rank(safe_div(subtract(ttm_from_cumulative(cf_net_operate_cash_flow, cf_report_period_end_date, cf_fiscal_quarter, revision_policy='latest_available'), ttm_from_cumulative(cf_fix_intan_other_asset_acqui_cash, cf_report_period_end_date, cf_fiscal_quarter, revision_policy='latest_available')), add(val_market_cap, add(subtract(row_sum_skipna(bal_shortterm_loan, bal_non_current_liability_in_one_year, bal_longterm_loan, bal_bonds_payable, bal_lease_liability, min_count=1), bal_cash_equivalents), bal_minority_interests))), industry_industry_code)",irank,VAL028,1,paper_inspired,all_equities,strict_pit,requires_operator_extension,row_sum_skipna,,,,,,bal_bonds_payable|bal_cash_equivalents|bal_lease_liability|bal_longterm_loan|bal_minority_interests|bal_non_current_liability_in_one_year|bal_shortterm_loan|cf_fiscal_quarter|cf_fix_intan_other_asset_acqui_cash|cf_net_operate_cash_flow|cf_report_period_end_date|industry_industry_code|val_market_cap,add|group_rank|row_sum_skipna|safe_div|subtract|ttm_from_cumulative,row_sum_skipna,EntMult,Enterprise Multiple,Loughran and Wellman,2011.0,JFQA,-1.0,valuation,,财务字段均按PubDate完成PIT对齐；TTM由累计口径按报告期转换。,True,add|group_rank|row_sum_skipna|safe_div|subtract|ttm_from_cumulative,bal_bonds_payable|bal_cash_equivalents|bal_lease_liability|bal_longterm_loan|bal_minority_interests|bal_non_current_liability_in_one_year|bal_shortterm_loan|cf_fiscal_quarter|cf_fix_intan_other_asset_acqui_cash|cf_net_operate_cash_flow|cf_report_period_end_date|industry_industry_code|val_market_cap,,"group_rank(safe_div(subtract(ttm_from_cumulative(cf_net_operate_cash_flow,cf_report_period_end_date,cf_fiscal_quarter,revision_policy='latest_available'),ttm_from_cumulative(cf_fix_intan_other_asset_acqui_cash,cf_report_period_end_date,cf_fiscal_quarter,revision_policy='latest_available')),add(val_market_cap,add(subtract(row_sum_skipna(bal_shortterm_loan,bal_non_current_liability_in_one_year,bal_longterm_loan,bal_bonds_payable,bal_lease_liability,min_count=1),bal_cash_equivalents),bal_minority_interests))),industry_industry_code)",7c2759dda74c31c2,1,VAL028__irank,True,,,,,,,irank,行业内排名作为生产默认，控制行业结构差异并降低极端值影响,single_production_default,行业内百分位结果直接使用；模型层只处理缺失值
VAL029,总利润TTM/企业价值,valuation,value_yield,"group_rank(safe_div(ttm_from_cumulative(inc_total_profit, inc_report_period_end_date, inc_fiscal_quarter, revision_policy='latest_available'), add(val_market_cap, add(subtract(row_sum_skipna(bal_shortterm_loan, bal_non_current_liability_in_one_year, bal_longterm_loan, bal_bonds_payable, bal_lease_liability, min_count=1), bal_cash_equivalents), bal_minority_interests))), industry_industry_code)",irank,VAL029,1,paper_inspired,all_equities,strict_pit,requires_operator_extension,row_sum_skipna,,,,,,bal_bonds_payable|bal_cash_equivalents|bal_lease_liability|bal_longterm_loan|bal_minority_interests|bal_non_current_liability_in_one_year|bal_shortterm_loan|inc_fiscal_quarter|inc_report_period_end_date|inc_total_profit|industry_industry_code|val_market_cap,add|group_rank|row_sum_skipna|safe_div|subtract|ttm_from_cumulative,row_sum_skipna,EntMult,Enterprise Multiple,Loughran and Wellman,2011.0,JFQA,-1.0,valuation,,财务字段均按PubDate完成PIT对齐；TTM由累计口径按报告期转换。,True,add|group_rank|row_sum_skipna|safe_div|subtract|ttm_from_cumulative,bal_bonds_payable|bal_cash_equivalents|bal_lease_liability|bal_longterm_loan|bal_minority_interests|bal_non_current_liability_in_one_year|bal_shortterm_loan|inc_fiscal_quarter|inc_report_period_end_date|inc_total_profit|industry_industry_code|val_market_cap,,"group_rank(safe_div(ttm_from_cumulative(inc_total_profit,inc_report_period_end_date,inc_fiscal_quarter,revision_policy='latest_available'),add(val_market_cap,add(subtract(row_sum_skipna(bal_shortterm_loan,bal_non_current_liability_in_one_year,bal_longterm_loan,bal_bonds_payable,bal_lease_liability,min_count=1),bal_cash_equivalents),bal_minority_interests))),industry_industry_code)",c74de19b4d81001f,1,VAL029__irank,True,,,,,,,irank,行业内排名作为生产默认，控制行业结构差异并降低极端值影响,single_production_default,行业内百分位结果直接使用；模型层只处理缺失值
VAL030,现金生产率（市值减资产/现金）,valuation,value_yield,"group_rank(safe_div(subtract(val_market_cap, bal_total_assets), bal_cash_equivalents), industry_industry_code)",irank,VAL030,-1,paper_close,all_equities,strict_pit,dsl_signature_ready,,,,,,,bal_cash_equivalents|bal_total_assets|industry_industry_code|val_market_cap,group_rank|safe_div|subtract,,CashProd,Cash Productivity,Chandrashekar and Rao,2009.0,WP,-1.0,profitability alt,,财务字段均按PubDate完成PIT对齐；TTM由累计口径按报告期转换。,True,group_rank|safe_div|subtract,bal_cash_equivalents|bal_total_assets|industry_industry_code|val_market_cap,,"group_rank(safe_div(subtract(val_market_cap,bal_total_assets),bal_cash_equivalents),industry_industry_code)",d2c178e11114ca06,1,VAL030__irank,True,,,,,,,irank,行业内排名作为生产默认，控制行业结构差异并降低极端值影响,single_production_default,行业内百分位结果直接使用；模型层只处理缺失值
VAL031,企业账面价值/总市值,valuation,value_yield,"group_rank(safe_div(subtract(bal_total_assets, bal_cash_equivalents), add(val_market_cap, subtract(row_sum_skipna(bal_shortterm_loan, bal_non_current_liability_in_one_year, bal_longterm_loan, bal_bonds_payable, bal_lease_liability, min_count=1), bal_cash_equivalents))), industry_industry_code)",irank,VAL031,1,paper_inspired,all_equities,strict_pit,requires_operator_extension,row_sum_skipna,,,,,,bal_bonds_payable|bal_cash_equivalents|bal_lease_liability|bal_longterm_loan|bal_non_current_liability_in_one_year|bal_shortterm_loan|bal_total_assets|industry_industry_code|val_market_cap,add|group_rank|row_sum_skipna|safe_div|subtract,row_sum_skipna,EBM,Enterprise component of BM,"Penman, Richardson and Tuna",2007.0,JAR,1.0,valuation,,财务字段均按PubDate完成PIT对齐；TTM由累计口径按报告期转换。,True,add|group_rank|row_sum_skipna|safe_div|subtract,bal_bonds_payable|bal_cash_equivalents|bal_lease_liability|bal_longterm_loan|bal_non_current_liability_in_one_year|bal_shortterm_loan|bal_total_assets|industry_industry_code|val_market_cap,,"group_rank(safe_div(subtract(bal_total_assets,bal_cash_equivalents),add(val_market_cap,subtract(row_sum_skipna(bal_shortterm_loan,bal_non_current_liability_in_one_year,bal_longterm_loan,bal_bonds_payable,bal_lease_liability,min_count=1),bal_cash_equivalents))),industry_industry_code)",eef46219d82dd6cf,1,VAL031__irank,True,,,,,,,irank,行业内排名作为生产默认，控制行业结构差异并降低极端值影响,single_production_default,行业内百分位结果直接使用；模型层只处理缺失值
VAL032,净营运资产/总市值,valuation,value_yield,"group_rank(safe_div(subtract(subtract(bal_total_assets, bal_cash_equivalents), subtract(bal_total_liability, row_sum_skipna(bal_shortterm_loan, bal_non_current_liability_in_one_year, bal_longterm_loan, bal_bonds_payable, bal_lease_liability, min_count=1))), val_market_cap), industry_industry_code)",irank,VAL032,1,paper_inspired,all_equities,strict_pit,requires_operator_extension,row_sum_skipna,,,,,,bal_bonds_payable|bal_cash_equivalents|bal_lease_liability|bal_longterm_loan|bal_non_current_liability_in_one_year|bal_shortterm_loan|bal_total_assets|bal_total_liability|industry_industry_code|val_market_cap,group_rank|row_sum_skipna|safe_div|subtract,row_sum_skipna,EBM,Enterprise component of BM,"Penman, Richardson and Tuna",2007.0,JAR,1.0,valuation,,财务字段均按PubDate完成PIT对齐；TTM由累计口径按报告期转换。,True,group_rank|row_sum_skipna|safe_div|subtract,bal_bonds_payable|bal_cash_equivalents|bal_lease_liability|bal_longterm_loan|bal_non_current_liability_in_one_year|bal_shortterm_loan|bal_total_assets|bal_total_liability|industry_industry_code|val_market_cap,,"group_rank(safe_div(subtract(subtract(bal_total_assets,bal_cash_equivalents),subtract(bal_total_liability,row_sum_skipna(bal_shortterm_loan,bal_non_current_liability_in_one_year,bal_longterm_loan,bal_bonds_payable,bal_lease_liability,min_count=1))),val_market_cap),industry_industry_code)",4896de03828b1949,1,VAL032__irank,True,,,,,,,irank,行业内排名作为生产默认，控制行业结构差异并降低极端值影响,single_production_default,行业内百分位结果直接使用；模型层只处理缺失值
VAL033,研发资本化前研发支出/总市值,valuation,value_yield,"group_rank(safe_div(ttm_from_cumulative(inc_rd_expenses, inc_report_period_end_date, inc_fiscal_quarter, revision_policy='latest_available'), val_market_cap), industry_industry_code)",irank,VAL033,1,paper_inspired,all_equities,strict_pit,dsl_signature_ready,,,,,,,inc_fiscal_quarter|inc_rd_expenses|inc_report_period_end_date|industry_industry_code|val_market_cap,group_rank|safe_div|ttm_from_cumulative,,RD,R&D over market cap,"Chan, Lakonishok and Sougiannis",2001.0,JF,1.0,R&D,,财务字段均按PubDate完成PIT对齐；TTM由累计口径按报告期转换。,True,group_rank|safe_div|ttm_from_cumulative,inc_fiscal_quarter|inc_rd_expenses|inc_report_period_end_date|industry_industry_code|val_market_cap,,"group_rank(safe_div(ttm_from_cumulative(inc_rd_expenses,inc_report_period_end_date,inc_fiscal_quarter,revision_policy='latest_available'),val_market_cap),industry_industry_code)",af70f6d2a1c08856,1,VAL033__irank,True,,,,,,,irank,行业内排名作为生产默认，控制行业结构差异并降低极端值影响,single_production_default,行业内百分位结果直接使用；模型层只处理缺失值
VAL034,资本开支TTM/总市值,valuation,value_yield,"group_rank(safe_div(ttm_from_cumulative(cf_fix_intan_other_asset_acqui_cash, cf_report_period_end_date, cf_fiscal_quarter, revision_policy='latest_available'), val_market_cap), industry_industry_code)",irank,VAL034,-1,systematic_extension,all_equities,strict_pit,dsl_signature_ready,,,,,,,cf_fiscal_quarter|cf_fix_intan_other_asset_acqui_cash|cf_report_period_end_date|industry_industry_code|val_market_cap,group_rank|safe_div|ttm_from_cumulative,,Investment,Investment to revenue,"Titman, Wei and Xie",2004.0,JFQA,-1.0,investment,,财务字段均按PubDate完成PIT对齐；TTM由累计口径按报告期转换。,True,group_rank|safe_div|ttm_from_cumulative,cf_fiscal_quarter|cf_fix_intan_other_asset_acqui_cash|cf_report_period_end_date|industry_industry_code|val_market_cap,,"group_rank(safe_div(ttm_from_cumulative(cf_fix_intan_other_asset_acqui_cash,cf_report_period_end_date,cf_fiscal_quarter,revision_policy='latest_available'),val_market_cap),industry_industry_code)",ee42b0f95fbda5f6,1,VAL034__irank,True,,,,,,,irank,行业内排名作为生产默认，控制行业结构差异并降低极端值影响,single_production_default,行业内百分位结果直接使用；模型层只处理缺失值
VAL035,经营现金流减净利润/总市值,valuation,value_yield,"group_rank(safe_div(subtract(ttm_from_cumulative(cf_net_operate_cash_flow, cf_report_period_end_date, cf_fiscal_quarter, revision_policy='latest_available'), ttm_from_cumulative(inc_np_parent_company_owners, inc_report_period_end_date, inc_fiscal_quarter, revision_policy='latest_available')), val_market_cap), industry_industry_code)",irank,VAL035,1,systematic_extension,all_equities,strict_pit,dsl_signature_ready,,,,,,,cf_fiscal_quarter|cf_net_operate_cash_flow|cf_report_period_end_date|inc_fiscal_quarter|inc_np_parent_company_owners|inc_report_period_end_date|industry_industry_code|val_market_cap,group_rank|safe_div|subtract|ttm_from_cumulative,,Accruals,Accruals,Sloan,1996.0,AR,-1.0,accruals,,财务字段均按PubDate完成PIT对齐；TTM由累计口径按报告期转换。,True,group_rank|safe_div|subtract|ttm_from_cumulative,cf_fiscal_quarter|cf_net_operate_cash_flow|cf_report_period_end_date|inc_fiscal_quarter|inc_np_parent_company_owners|inc_report_period_end_date|industry_industry_code|val_market_cap,,"group_rank(safe_div(subtract(ttm_from_cumulative(cf_net_operate_cash_flow,cf_report_period_end_date,cf_fiscal_quarter,revision_policy='latest_available'),ttm_from_cumulative(inc_np_parent_company_owners,inc_report_period_end_date,inc_fiscal_quarter,revision_policy='latest_available')),val_market_cap),industry_industry_code)",b6d794b15e669a93,1,VAL035__irank,True,,,,,,,irank,行业内排名作为生产默认，控制行业结构差异并降低极端值影响,single_production_default,行业内百分位结果直接使用；模型层只处理缺失值
