canonical,aliases,source_file,source_symbol,category,business_category,surface,production_certification,role,terminal_allowed,deterministic,pit_safe_claim,stateful,input_arity,input_grain,output_grain,input_units,output_unit,params,default_params,backends,window_semantics,tags,description
candle_body_position,,cleaned_operators.price_volume.candle_geometry_v2,CandleGeometryV2_candle_body_position,candle_pattern,technical_extension,daily,PENDING,,,,,,,,,,,open|high|low|close,{},pandas_numpy|polars|sql,,pit_safe|causal|bounded_history|continuous_candle|production_extension,Body midpoint location inside daily range.
candle_body_ratio,,cleaned_operators.price_volume.technical_extensions,Production_candle_body_ratio,candle_geometry,technical_extension,daily,PENDING,,,,,,,,,,,open|high|low|close,{},pandas_numpy|polars|sql,,pit_safe|causal|production_extension,Absolute body divided by full candle range.
candle_body_zscore,,cleaned_operators.price_volume.candle_geometry_v2,CandleGeometryV2_candle_body_zscore,candle_pattern,technical_extension,daily,PENDING,,,,,,,,,,,open|close|window,"{""window"": ""MISSING""}",pandas_numpy|polars|sql,,pit_safe|causal|bounded_history|continuous_candle|production_extension,Body size z-score versus prior candles.
candle_close_location,,cleaned_operators.price_volume.technical_extensions,Production_candle_close_location,candle_geometry,technical_extension,daily,PENDING,,,,,,,,,,,high|low|close,{},pandas_numpy|polars|sql,,pit_safe|causal|production_extension,"Close location in the candle range, 0=low and 1=high."
candle_close_strength,,cleaned_operators.price_volume.candle_geometry_v2,CandleGeometryV2_candle_close_strength,candle_pattern,technical_extension,daily,PENDING,,,,,,,,,,,high|low|close,{},pandas_numpy|polars|sql,,pit_safe|causal|bounded_history|continuous_candle|production_extension,"Close location mapped to [-1,1]."
candle_direction,,cleaned_operators.price_volume.technical_extensions,Production_candle_direction,candle_geometry,technical_extension,daily,PENDING,,,,,,,,,,,open|close,{},pandas_numpy|polars|sql,,pit_safe|causal|production_extension,"Candle direction: -1, 0, +1."
candle_gap,,cleaned_operators.price_volume.technical_extensions,Production_candle_gap,candle_geometry,technical_extension,daily,PENDING,,,,,,,,,,,open|close,{},pandas_numpy|polars|sql,,pit_safe|causal|production_extension,Open minus previous close.
candle_gap_atr,,cleaned_operators.price_volume.candle_geometry_v2,CandleGeometryV2_candle_gap_atr,candle_pattern,technical_extension,daily,PENDING,,,,,,,,,,,open|high|low|close|atr_window,"{""atr_window"": ""MISSING""}",pandas_numpy|polars|sql,,pit_safe|causal|bounded_history|continuous_candle|production_extension,Opening gap normalized by rolling ATR.
candle_gap_pct,,cleaned_operators.price_volume.technical_extensions,Production_candle_gap_pct,candle_geometry,technical_extension,daily,PENDING,,,,,,,,,,,open|close,{},pandas_numpy|polars|sql,,pit_safe|causal|production_extension,Open gap versus previous close.
candle_inside_ratio,,cleaned_operators.price_volume.candle_geometry_v2,CandleGeometryV2_candle_inside_ratio,candle_pattern,technical_extension,daily,PENDING,,,,,,,,,,,high|low,{},pandas_numpy|polars|sql,,pit_safe|causal|bounded_history|continuous_candle|production_extension,Continuous inside/outside range-size encoding.
candle_lower_shadow,,cleaned_operators.price_volume.technical_extensions,Production_candle_lower_shadow,candle_geometry,technical_extension,daily,PENDING,,,,,,,,,,,open|low|close,{},pandas_numpy|polars|sql,,pit_safe|causal|production_extension,Lower candle shadow length.
candle_lower_shadow_ratio,,cleaned_operators.price_volume.technical_extensions,Production_candle_lower_shadow_ratio,candle_geometry,technical_extension,daily,PENDING,,,,,,,,,,,open|high|low|close,{},pandas_numpy|polars|sql,,pit_safe|causal|production_extension,Lower shadow divided by full candle range.
candle_lower_shadow_zscore,,cleaned_operators.price_volume.candle_geometry_v2,CandleGeometryV2_candle_lower_shadow_zscore,candle_pattern,technical_extension,daily,PENDING,,,,,,,,,,,open|low|close|window,"{""window"": ""MISSING""}",pandas_numpy|polars|sql,,pit_safe|causal|bounded_history|continuous_candle|production_extension,Lower-shadow z-score versus prior candles.
candle_overlap_ratio,,cleaned_operators.price_volume.candle_geometry_v2,CandleGeometryV2_candle_overlap_ratio,candle_pattern,technical_extension,daily,PENDING,,,,,,,,,,,high|low,{},pandas_numpy|polars|sql,,pit_safe|causal|bounded_history|continuous_candle|production_extension,Current/previous candle range-overlap ratio.
candle_range,,cleaned_operators.price_volume.technical_extensions,Production_candle_range,candle_geometry,technical_extension,daily,PENDING,,,,,,,,,,,high|low,{},pandas_numpy|polars|sql,,pit_safe|causal|production_extension,High-low candle range.
candle_range_atr,,cleaned_operators.price_volume.technical_extensions,Production_candle_range_atr,candle_geometry,technical_extension,daily,PENDING,,,,,,,,,,,open|high|low|close|window,{},pandas_numpy|polars|sql,,pit_safe|causal|production_extension,Candle range normalized by rolling true range.
candle_range_percentile,,cleaned_operators.price_volume.candle_geometry_v2,CandleGeometryV2_candle_range_percentile,candle_pattern,technical_extension,daily,PENDING,,,,,,,,,,,high|low|window,"{""window"": ""MISSING""}",pandas_numpy|polars|sql,,pit_safe|causal|bounded_history|continuous_candle|production_extension,Range percentile within an explicit window.
candle_range_zscore,,cleaned_operators.price_volume.candle_geometry_v2,CandleGeometryV2_candle_range_zscore,candle_pattern,technical_extension,daily,PENDING,,,,,,,,,,,high|low|window,"{""window"": ""MISSING""}",pandas_numpy|polars|sql,,pit_safe|causal|bounded_history|continuous_candle|production_extension,Range z-score versus prior candles.
candle_rejection_lower,,cleaned_operators.price_volume.candle_geometry_v2,CandleGeometryV2_candle_rejection_lower,candle_pattern,technical_extension,daily,PENDING,,,,,,,,,,,open|high|low|close,{},pandas_numpy|polars|sql,,pit_safe|causal|bounded_history|continuous_candle|production_extension,Lower-wick rejection fraction.
candle_rejection_upper,,cleaned_operators.price_volume.candle_geometry_v2,CandleGeometryV2_candle_rejection_upper,candle_pattern,technical_extension,daily,PENDING,,,,,,,,,,,open|high|low|close,{},pandas_numpy|polars|sql,,pit_safe|causal|bounded_history|continuous_candle|production_extension,Upper-wick rejection fraction.
candle_upper_shadow,,cleaned_operators.price_volume.technical_extensions,Production_candle_upper_shadow,candle_geometry,technical_extension,daily,PENDING,,,,,,,,,,,open|high|close,{},pandas_numpy|polars|sql,,pit_safe|causal|production_extension,Upper candle shadow length.
candle_upper_shadow_ratio,,cleaned_operators.price_volume.technical_extensions,Production_candle_upper_shadow_ratio,candle_geometry,technical_extension,daily,PENDING,,,,,,,,,,,open|high|low|close,{},pandas_numpy|polars|sql,,pit_safe|causal|production_extension,Upper shadow divided by full candle range.
candle_upper_shadow_zscore,,cleaned_operators.price_volume.candle_geometry_v2,CandleGeometryV2_candle_upper_shadow_zscore,candle_pattern,technical_extension,daily,PENDING,,,,,,,,,,,open|high|close|window,"{""window"": ""MISSING""}",pandas_numpy|polars|sql,,pit_safe|causal|bounded_history|continuous_candle|production_extension,Upper-shadow z-score versus prior candles.
candlestick_pattern,,cleaned_operators.price_volume.candle_pattern_engine_repairs_v2,CandlestickPatternEngineV2,candle_pattern,technical_extension,daily,PENDING,,,,,,,,,,,open|high|low|close|pattern|body_window|shadow_window|penetration,"{""body_window"": ""MISSING"", ""pattern"": ""MISSING"", ""penetration"": ""MISSING"", ""shadow_window"": ""MISSING""}",pandas_numpy|polars,,pit_safe|causal|bounded_history|production_repair|semantic_family:adaptive_custom,Adaptive bounded Japanese-candlestick pattern engine.
capital_change_age,,cleaned_operators.valuation.ops_v2,Valuation_capital_change_age,valuation,valuation,daily,PENDING,,,,,,,,,,,change_date,{},pandas_numpy|polars,,valuation|ashare|daily|pit_safe|causal|typed_v2|signature:change_date->series|domain:valuation|unit:count|cost:1,距最近股本变动生效日的交易日数（周末/节假日 ChangeDate 顺延至下一交易日）。
capital_change_magnitude,,cleaned_operators.valuation.ops_v2,Valuation_capital_change_magnitude,valuation,valuation,daily,PENDING,,,,,,,,,,,total_capital,{},pandas_numpy|polars,,valuation|ashare|daily|pit_safe|causal|typed_v2|signature:total_capital->series|domain:valuation|unit:ratio|cost:1,较上一交易日的股本变化（日状态差分，非快照事件）。
cash_flow_lifecycle_stage,,cleaned_operators.fiscal_event_ops,_FunctionOperator,fundamental_period,,daily,PENDING,,,,,,,,,,,operating|investing|financing,{},pandas_numpy|polars,,fundamental_period|pit_safe|strict_fiscal_event,cash-flow sign lifecycle classification
cbrt,,cleaned_operators.common.elementwise,Cbrt,math,elementwise_math,daily,PENDING,,,,,,,,,,,x,{},pandas_numpy|polars|sql,,math|root|cube,计算立方根
cdl_dark_cloud_cover,,cleaned_operators.price_volume.candle_patterns_extended,Production_cdl_dark_cloud_cover,candle_pattern,technical_extension,daily,PENDING,,,,,,,,,,,open|high|low|close,{},pandas_numpy|polars|sql,,pit_safe|causal|candle|bars_2|production_extension,Two-bar bearish dark-cloud-cover geometry.
cdl_doji,,cleaned_operators.price_volume.technical_extensions,Production_cdl_doji,candle_pattern,technical_extension,daily,PENDING,,,,,,,,,,,open|high|low|close,{},pandas_numpy|polars|sql,,pit_safe|causal|production_extension,Deterministic doji geometry pattern.
cdl_dragonfly_doji,,cleaned_operators.price_volume.candle_patterns_extended,Production_cdl_dragonfly_doji,candle_pattern,technical_extension,daily,PENDING,,,,,,,,,,,open|high|low|close,{},pandas_numpy|polars|sql,,pit_safe|causal|candle|bars_1|production_extension,Dragonfly-doji geometry with a zero-amplitude gate.
cdl_engulfing,,cleaned_operators.price_volume.technical_extensions,Production_cdl_engulfing,candle_pattern,technical_extension,daily,PENDING,,,,,,,,,,,open|high|low|close,{},pandas_numpy|polars|sql,,pit_safe|causal|production_extension,Bullish +1 / bearish -1 engulfing body pattern.
cdl_evening_star,,cleaned_operators.price_volume.candle_patterns_extended,Production_cdl_evening_star,candle_pattern,technical_extension,daily,PENDING,,,,,,,,,,,open|high|low|close,{},pandas_numpy|polars|sql,,pit_safe|causal|candle|bars_3|production_extension,Three-bar bearish evening-star geometry.
cdl_gravestone_doji,,cleaned_operators.price_volume.candle_patterns_extended,Production_cdl_gravestone_doji,candle_pattern,technical_extension,daily,PENDING,,,,,,,,,,,open|high|low|close,{},pandas_numpy|polars|sql,,pit_safe|causal|candle|bars_1|production_extension,Gravestone-doji geometry with a zero-amplitude gate.
cdl_hammer,,cleaned_operators.price_volume.candle_patterns_extended,Production_cdl_hammer,candle_pattern,technical_extension,daily,PENDING,,,,,,,,,,,open|high|low|close,{},pandas_numpy|polars,,pit_safe|causal|candle|bars_1|production_extension,Hammer geometry in a prior downtrend (classical context).
cdl_hanging_man,,cleaned_operators.price_volume.candle_patterns_extended,Production_cdl_hanging_man,candle_pattern,technical_extension,daily,PENDING,,,,,,,,,,,open|high|low|close,{},pandas_numpy|polars,,pit_safe|causal|candle|bars_1|production_extension,Hanging-man geometry in a prior uptrend (classical context).
cdl_harami,,cleaned_operators.price_volume.candle_patterns_extended,Production_cdl_harami,candle_pattern,technical_extension,daily,PENDING,,,,,,,,,,,open|high|low|close,{},pandas_numpy|polars|sql,,pit_safe|causal|candle|bars_2|production_extension,Bullish +1 / bearish -1 harami body pattern.
cdl_harami_cross,,cleaned_operators.price_volume.candle_patterns_extended,Production_cdl_harami_cross,candle_pattern,technical_extension,daily,PENDING,,,,,,,,,,,open|high|low|close,{},pandas_numpy|polars|sql,,pit_safe|causal|candle|bars_2|production_extension,Harami whose current candle is a doji.
cdl_inside_bar,,cleaned_operators.price_volume.technical_extensions,Production_cdl_inside_bar,candle_pattern,technical_extension,daily,PENDING,,,,,,,,,,,open|high|low|close,{},pandas_numpy|polars|sql,,pit_safe|causal|production_extension,Inside-bar pattern.
cdl_inverted_hammer,,cleaned_operators.price_volume.technical_extensions,Production_cdl_inverted_hammer,candle_pattern,technical_extension,daily,PENDING,,,,,,,,,,,open|high|low|close,{},pandas_numpy|polars|sql,,pit_safe|causal|production_extension,Raw inverted-hammer geometry.
cdl_marubozu,,cleaned_operators.price_volume.technical_extensions,Production_cdl_marubozu,candle_pattern,technical_extension,daily,PENDING,,,,,,,,,,,open|high|low|close,{},pandas_numpy|polars|sql,,pit_safe|causal|production_extension,"Marubozu geometry, signed by candle direction."
cdl_morning_star,,cleaned_operators.price_volume.candle_patterns_extended,Production_cdl_morning_star,candle_pattern,technical_extension,daily,PENDING,,,,,,,,,,,open|high|low|close,{},pandas_numpy|polars|sql,,pit_safe|causal|candle|bars_3|production_extension,Three-bar bullish morning-star geometry.
cdl_outside_bar,,cleaned_operators.price_volume.technical_extensions,Production_cdl_outside_bar,candle_pattern,technical_extension,daily,PENDING,,,,,,,,,,,open|high|low|close,{},pandas_numpy|polars|sql,,pit_safe|causal|production_extension,Outside-bar pattern signed by candle direction.
cdl_piercing,,cleaned_operators.price_volume.candle_patterns_extended,Production_cdl_piercing,candle_pattern,technical_extension,daily,PENDING,,,,,,,,,,,open|high|low|close,{},pandas_numpy|polars|sql,,pit_safe|causal|candle|bars_2|production_extension,Two-bar bullish piercing geometry.
cdl_shooting_star,,cleaned_operators.price_volume.technical_extensions,Production_cdl_shooting_star,candle_pattern,technical_extension,daily,PENDING,,,,,,,,,,,open|high|low|close,{},pandas_numpy|polars|sql,,pit_safe|causal|production_extension,"Raw shooting-star geometry, encoded -1 when present."
cdl_spinning_top,,cleaned_operators.price_volume.technical_extensions,Production_cdl_spinning_top,candle_pattern,technical_extension,daily,PENDING,,,,,,,,,,,open|high|low|close,{},pandas_numpy|polars|sql,,pit_safe|causal|production_extension,"Spinning-top geometry, signed by candle direction."
cdl_three_black_crows,,cleaned_operators.price_volume.candle_patterns_extended,Production_cdl_three_black_crows,candle_pattern,technical_extension,daily,PENDING,,,,,,,,,,,open|high|low|close,{},pandas_numpy|polars|sql,,pit_safe|causal|candle|bars_3|production_extension,"Three falling bearish candles: long bodies, short shadows, opens inside prior body."
cdl_three_white_soldiers,,cleaned_operators.price_volume.candle_patterns_extended,Production_cdl_three_white_soldiers,candle_pattern,technical_extension,daily,PENDING,,,,,,,,,,,open|high|low|close,{},pandas_numpy|polars|sql,,pit_safe|causal|candle|bars_3|production_extension,"Three rising bullish candles: long bodies, short shadows, opens inside prior body."
cdl_tweezer_bottom,,cleaned_operators.price_volume.candle_patterns_extended,Production_cdl_tweezer_bottom,candle_pattern,technical_extension,daily,PENDING,,,,,,,,,,,open|high|low|close,{},pandas_numpy|polars|sql,,pit_safe|causal|candle|bars_2|production_extension,Two-bar equal-low bullish reversal geometry (tick-aware).
cdl_tweezer_top,,cleaned_operators.price_volume.candle_patterns_extended,Production_cdl_tweezer_top,candle_pattern,technical_extension,daily,PENDING,,,,,,,,,,,open|high|low|close,{},pandas_numpy|polars|sql,,pit_safe|causal|candle|bars_2|production_extension,Two-bar equal-high bearish reversal geometry (tick-aware).
ceil,,cleaned_operators.common.elementwise,Ceil,math,elementwise_math,daily,PENDING,,,,,,,,,,,x,{},pandas_numpy|polars|sql,,math|rounding|up,向上取整
choppiness_index,,cleaned_operators.price_volume.technical_extensions,Production_choppiness_index,technical_signal,technical_extension,daily,PENDING,,,,,,,,,,,high|low|close|window,{},pandas_numpy|polars|sql,,pit_safe|causal|production_extension,Choppiness Index based on true-range concentration.
circulating_cap_ratio_change,,cleaned_operators.valuation.ops_v2,Valuation_circulating_cap_ratio_change,valuation,valuation,extended,PENDING,,,,,,,,,,,circulating_capital|total_capital,{},pandas_numpy|polars,,"valuation|ashare|pit_safe|causal|typed_v2|signature:circulating_capital,total_capital->series|domain:valuation|unit:ratio|cost:1|extended",流通股本 / 总股本 的日间变化（状态变化，非解禁事件；解禁需真实事件源）。
circulating_cap_unlock_proxy,,cleaned_operators.valuation.ops_v2,Valuation_circulating_cap_unlock_proxy,valuation,valuation,daily,DENIED,,,,,,,,,,,circulating_capital|total_capital,{},pandas_numpy|polars,,"valuation|ashare|daily|pit_safe|causal|typed_v2|signature:circulating_capital,total_capital->series|domain:valuation|unit:ratio|cost:1",流通股本 / 总股本 的变化（旧名；名称过度解释为解禁，改用 circulating_cap_ratio_change）。
