canonical,aliases,surface,lifecycle_status,scope,execution_kind,terminal_or_intermediate,direct_use_status,mining_role,agent_visible,production_certified,production_admitted,directly_usable,mining_visible,composition_usable,terminal_usable,context_admitted,backend_passed,backends,backend_status,backend_signature_consistent,pandas_impl,polars_panel_impl,polars_long_impl,duckdb_impl,math_oracle_pass,oracle_pass,prefix_causality_pass,pit_safe,lookback_contract,implementation_certified,semantic_certified,temporal_certified,source_contract_certified,edge_case_passed,determinism_verified,runtime_execution_verified,stateful,execution_model,full_history_replay_required,cost_tier,factor_role
TSI_signal,,daily,experimental,time_series,pandas_numpy=pandas_numpy_reference|polars=expression_native|duckdb_sql=|sql=duckdb_native_sql|clickhouse_sql=,terminal,direct_alpha_high_cost,alpha_high_cost,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars|sql,implemented,TRUE,TRUE,TRUE,FALSE,TRUE,NOT_PROVEN,NOT_PROVEN,unknown,FALSE,"{'kind': 'causal_unbounded', 'parameters': [], 'includes_current_bar': True, 'expression': None, 'semantics': 'causal_unbounded'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,full_history,FALSE,1,alpha_high_cost
UltimateOscillator,,daily,experimental,time_series,pandas_numpy=pandas_numpy_reference|polars=expression_native|duckdb_sql=|sql=duckdb_native_sql|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars|sql,implemented,TRUE,TRUE,TRUE,FALSE,TRUE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'causal_unbounded', 'parameters': [], 'includes_current_bar': True, 'expression': None, 'semantics': 'causal_unbounded'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,1,alpha
VortexMinus,,daily,experimental,time_series,pandas_numpy=pandas_numpy_reference|polars=expression_native|duckdb_sql=|sql=duckdb_native_sql|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars|sql,implemented,TRUE,TRUE,TRUE,FALSE,TRUE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'parameterized_rows', 'parameters': ['window'], 'includes_current_bar': True, 'expression': 'window - 1', 'semantics': 'exact_rows'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,1,alpha
VortexPlus,,daily,experimental,time_series,pandas_numpy=pandas_numpy_reference|polars=expression_native|duckdb_sql=|sql=duckdb_native_sql|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars|sql,implemented,TRUE,TRUE,TRUE,FALSE,TRUE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'parameterized_rows', 'parameters': ['window'], 'includes_current_bar': True, 'expression': 'window - 1', 'semantics': 'exact_rows'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,1,alpha
WMA,ts_wma|wma,extended,experimental,time_series,pandas_numpy=pandas_numpy_reference|polars=expression_native|duckdb_sql=|sql=duckdb_native_sql|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars|sql,implemented,TRUE,TRUE,TRUE,FALSE,TRUE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'parameterized_rows', 'parameters': ['window'], 'includes_current_bar': True, 'expression': 'window - 1', 'semantics': 'exact_rows'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,1,alpha
a_share_cap_ratio,,daily,experimental,elementwise,pandas_numpy=pandas_numpy_reference|polars=expression_native|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,PASS,PASS,causal,FALSE,"{'kind': 'zero', 'rows': 0}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,1,alpha
abnormal_turnover,,daily,experimental,time_series,pandas_numpy=pandas_numpy_reference|polars=expression_native|duckdb_sql=|sql=duckdb_native_sql|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars|sql,implemented,TRUE,TRUE,TRUE,FALSE,TRUE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'parameterized_rows', 'parameters': ['window'], 'includes_current_bar': True, 'expression': 'window - 1', 'semantics': 'exact_rows'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,1,alpha
abnormal_volume,,daily,experimental,time_series,pandas_numpy=pandas_numpy_reference|polars=expression_native|duckdb_sql=|sql=duckdb_native_sql|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars|sql,implemented,TRUE,TRUE,TRUE,FALSE,TRUE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'parameterized_rows', 'parameters': ['window'], 'includes_current_bar': True, 'expression': 'window - 1', 'semantics': 'exact_rows'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,1,alpha
abs,ABS,daily,production,elementwise,pandas_numpy=pandas_numpy_reference|polars=expression_native|duckdb_sql=|sql=duckdb_native_sql|clickhouse_sql=,terminal,direct_alpha,alpha,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,pandas_numpy|polars|sql,implemented,TRUE,TRUE,TRUE,FALSE,TRUE,PASS,PASS,causal,TRUE,"{'kind': 'zero', 'rows': 0}",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,independent_with_warmup,FALSE,1,alpha
abs_return_volume_corr,,daily,experimental,time_series,pandas_numpy=pandas_numpy_reference|polars=expression_native|duckdb_sql=|sql=duckdb_native_sql|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars|sql,implemented,TRUE,TRUE,TRUE,FALSE,TRUE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'parameterized_rows', 'parameters': ['window'], 'includes_current_bar': True, 'expression': 'window - 1', 'semantics': 'exact_rows'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,1,alpha
accounting_comparability_score,,extended,experimental,fundamental_period,pandas_numpy=|polars=polars_udf_pandas_delegate|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,fundamental_pit,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'fiscal_period', 'parameter': 'periods', 'requires_period_id': True, 'revision_aware': True}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,1,fundamental_pit
acos,,daily,experimental,elementwise,pandas_numpy=pandas_numpy_reference|polars=expression_native|duckdb_sql=|sql=duckdb_native_sql|clickhouse_sql=,supporting,move_internal,internal,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,pandas_numpy|polars|sql,implemented,TRUE,TRUE,TRUE,FALSE,TRUE,PASS,PASS,causal,FALSE,"{'kind': 'zero', 'rows': 0}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,1,internal
acos_bounded,,extended,experimental,elementwise,pandas_numpy=pandas_numpy_reference|polars=polars_udf_pandas_delegate|duckdb_sql=|sql=duckdb_native_sql|clickhouse_sql=,intermediate,direct_intermediate,recipe_internal,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,pandas_numpy|polars|sql,implemented,TRUE,TRUE,TRUE,FALSE,TRUE,PASS,PASS,causal,FALSE,"{'kind': 'zero', 'rows': 0}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,1,recipe_internal
add,,daily,production,elementwise,pandas_numpy=pandas_numpy_reference|polars=expression_native|duckdb_sql=|sql=duckdb_native_sql|clickhouse_sql=,terminal,direct_alpha,alpha,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,pandas_numpy|polars|sql,implemented,TRUE,TRUE,TRUE,FALSE,TRUE,PASS,PASS,causal,TRUE,"{'kind': 'zero', 'rows': 0}",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,independent_with_warmup,FALSE,0,alpha
adv,,daily,experimental,time_series,pandas_numpy=pandas_numpy_reference|polars=expression_native|duckdb_sql=|sql=duckdb_native_sql|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars|sql,implemented,TRUE,TRUE,TRUE,FALSE,TRUE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'parameterized_rows', 'parameters': ['window'], 'includes_current_bar': True, 'expression': 'window - 1', 'semantics': 'exact_rows'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,1,alpha
altman_z_score,,daily,experimental,fundamental_period,pandas_numpy=pandas_numpy_reference|polars=polars_udf_pandas_delegate|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,fundamental_pit,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,PASS,PASS,causal,FALSE,"{'kind': 'fiscal_period', 'parameter': None, 'requires_period_id': True, 'revision_aware': True}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,3,fundamental_pit
amihud_illiquidity,,daily,experimental,time_series,pandas_numpy=pandas_numpy_reference|polars=expression_native|duckdb_sql=|sql=duckdb_native_sql|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars|sql,implemented,TRUE,TRUE,TRUE,FALSE,TRUE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'parameterized_rows', 'parameters': ['window'], 'includes_current_bar': True, 'expression': 'window - 1', 'semantics': 'exact_rows'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,1,alpha
and_,,daily,production,elementwise,pandas_numpy=pandas_numpy_reference|polars=expression_native|duckdb_sql=|sql=duckdb_native_sql|clickhouse_sql=,supporting,direct_condition,condition,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,pandas_numpy|polars|sql,implemented,TRUE,TRUE,TRUE,FALSE,TRUE,PASS,PASS,causal,TRUE,"{'kind': 'zero', 'rows': 0}",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,independent_with_warmup,FALSE,0,condition
aq1_accrual_ratio_dispersion,,extended,experimental,elementwise,pandas_numpy=|polars=polars_udf_pandas_delegate|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'zero', 'rows': 0}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,2,alpha
aq1_accrual_stability,,extended,experimental,elementwise,pandas_numpy=|polars=polars_udf_pandas_delegate|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'zero', 'rows': 0}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,2,alpha
aq1_cash_conversion_strength,,extended,experimental,elementwise,pandas_numpy=|polars=polars_udf_pandas_delegate|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'zero', 'rows': 0}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,2,alpha
aq1_cash_flow_volatility,,extended,experimental,elementwise,pandas_numpy=|polars=polars_udf_pandas_delegate|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'zero', 'rows': 0}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,2,alpha
aq1_working_capital_accrual,,extended,experimental,elementwise,pandas_numpy=|polars=polars_udf_pandas_delegate|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'zero', 'rows': 0}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,1,alpha
arg,,unsafe,experimental,elementwise,pandas_numpy=|polars=|duckdb_sql=|sql=|clickhouse_sql=,supporting,move_internal,denied,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,pandas_numpy,implemented,TRUE,TRUE,FALSE,FALSE,FALSE,PASS,PASS,causal,TRUE,"{'kind': 'zero', 'rows': 0}",,,,,,,,FALSE,independent_with_warmup,FALSE,1,denied
ashare_days_since_limit_down,,daily,experimental,time_series,pandas_numpy=pandas_numpy_reference|polars=polars_udf_pandas_delegate|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'parameterized_rows', 'parameters': ['max_lookback'], 'includes_current_bar': True, 'expression': 'max_lookback', 'semantics': 'exact_rows'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,1,alpha
ashare_days_since_limit_up,,daily,experimental,time_series,pandas_numpy=pandas_numpy_reference|polars=polars_udf_pandas_delegate|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'parameterized_rows', 'parameters': ['max_lookback'], 'includes_current_bar': True, 'expression': 'max_lookback', 'semantics': 'exact_rows'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,1,alpha
ashare_failed_limit_count,,daily,experimental,time_series,pandas_numpy=pandas_numpy_reference|polars=polars_udf_pandas_delegate|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'parameterized_rows', 'parameters': ['window'], 'includes_current_bar': True, 'expression': 'window - 1', 'semantics': 'exact_rows'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,1,alpha
ashare_limit_asymmetry,,daily,experimental,time_series,pandas_numpy=pandas_numpy_reference|polars=polars_udf_pandas_delegate|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'parameterized_rows', 'parameters': ['window'], 'includes_current_bar': True, 'expression': 'window - 1', 'semantics': 'exact_rows'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,1,alpha
ashare_limit_distance,,daily,experimental,elementwise,pandas_numpy=pandas_numpy_reference|polars=expression_native|duckdb_sql=|sql=duckdb_native_sql|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars|sql,implemented,TRUE,TRUE,TRUE,FALSE,TRUE,PASS,PASS,causal,FALSE,"{'kind': 'zero', 'rows': 0}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,1,alpha
ashare_limit_down_streak,,daily,experimental,time_series,pandas_numpy=pandas_numpy_reference|polars=polars_udf_pandas_delegate|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'causal_unbounded', 'parameters': [], 'includes_current_bar': True, 'expression': None, 'semantics': 'causal_unbounded'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,1,alpha
ashare_limit_down_touch,,daily,experimental,elementwise,pandas_numpy=pandas_numpy_reference|polars=expression_native|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'zero', 'rows': 0}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,1,alpha
ashare_limit_down_volume_ratio,,daily,experimental,time_series,pandas_numpy=pandas_numpy_reference|polars=polars_udf_pandas_delegate|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'parameterized_rows', 'parameters': ['window'], 'includes_current_bar': True, 'expression': 'window - 1', 'semantics': 'exact_rows'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,1,alpha
ashare_limit_event_density,,daily,experimental,time_series,pandas_numpy=pandas_numpy_reference|polars=polars_udf_pandas_delegate|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'parameterized_rows', 'parameters': ['window'], 'includes_current_bar': True, 'expression': 'window - 1', 'semantics': 'exact_rows'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,1,alpha
ashare_limit_failed,,daily,experimental,elementwise,pandas_numpy=pandas_numpy_reference|polars=expression_native|duckdb_sql=|sql=|clickhouse_sql=,supporting,direct_event,event,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'zero', 'rows': 0}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,1,event
ashare_limit_one_price,,daily,experimental,elementwise,pandas_numpy=pandas_numpy_reference|polars=expression_native|duckdb_sql=|sql=|clickhouse_sql=,supporting,direct_event,event,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'zero', 'rows': 0}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,1,event
ashare_limit_open_down_streak,,daily,experimental,time_series,pandas_numpy=pandas_numpy_reference|polars=polars_udf_pandas_delegate|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'causal_unbounded', 'parameters': [], 'includes_current_bar': True, 'expression': None, 'semantics': 'causal_unbounded'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,1,alpha
ashare_limit_open_failed,,daily,experimental,elementwise,pandas_numpy=pandas_numpy_reference|polars=expression_native|duckdb_sql=|sql=|clickhouse_sql=,supporting,direct_event,event,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'zero', 'rows': 0}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,1,event
ashare_limit_open_up_streak,,daily,experimental,time_series,pandas_numpy=pandas_numpy_reference|polars=polars_udf_pandas_delegate|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'causal_unbounded', 'parameters': [], 'includes_current_bar': True, 'expression': None, 'semantics': 'causal_unbounded'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,1,alpha
ashare_limit_touch_count,,daily,experimental,time_series,pandas_numpy=pandas_numpy_reference|polars=polars_udf_pandas_delegate|duckdb_sql=|sql=|clickhouse_sql=,supporting,direct_event,event,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'parameterized_rows', 'parameters': ['window'], 'includes_current_bar': True, 'expression': 'window - 1', 'semantics': 'exact_rows'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,1,event
ashare_limit_up_streak,,daily,experimental,time_series,pandas_numpy=pandas_numpy_reference|polars=polars_udf_pandas_delegate|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'causal_unbounded', 'parameters': [], 'includes_current_bar': True, 'expression': None, 'semantics': 'causal_unbounded'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,1,alpha
ashare_limit_up_touch,,daily,experimental,elementwise,pandas_numpy=pandas_numpy_reference|polars=expression_native|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'zero', 'rows': 0}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,1,alpha
ashare_limit_up_volume_ratio,,daily,experimental,time_series,pandas_numpy=pandas_numpy_reference|polars=polars_udf_pandas_delegate|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'parameterized_rows', 'parameters': ['window'], 'includes_current_bar': True, 'expression': 'window - 1', 'semantics': 'exact_rows'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,1,alpha
ashare_one_price_limit_streak,,daily,experimental,time_series,pandas_numpy=pandas_numpy_reference|polars=polars_udf_pandas_delegate|duckdb_sql=|sql=|clickhouse_sql=,terminal,direct_alpha,alpha,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'causal_unbounded', 'parameters': [], 'includes_current_bar': True, 'expression': None, 'semantics': 'causal_unbounded'}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,1,alpha
ashare_open_at_upper_limit,,daily,experimental,elementwise,pandas_numpy=pandas_numpy_reference|polars=expression_native|duckdb_sql=|sql=|clickhouse_sql=,supporting,direct_event,event,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,pandas_numpy|polars,implemented,TRUE,TRUE,TRUE,FALSE,FALSE,NOT_PROVEN,NOT_PROVEN,causal,FALSE,"{'kind': 'zero', 'rows': 0}",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,independent_with_warmup,FALSE,1,event
